活跃度,点赞数,互粉数,出生日期,品牌名,地理位置,checkinCity,checkinGPS,城市级别,评论数,发表日期,搜索引擎,属性,维度,特征情感对,特征词,情感值,正负面,文章类型,粉丝数级别,关注数,性别,id,总互动量,是否主贴,搜索关键词,分词,keywords_nickname,keywords_title,爱好,微博唯一标识,用户名,nickname_seg,包含图片,原文地址,用户标注情感,价格标签,产品ID,产品名,省份,阅读数,具体城市,粉丝数,微博转发层级,转发数,原微博ID,retweetedNickname,retweetedPid,原微博内容,retweetedUid,情感,店名,抓取来源,微博数,特殊结构,标签,任务ID,发布终端,内容,title_seg,标题,踩数,用户标志,是否为水军,认证类型,人工情感值判断
,,,,peiling-亨氏,,,,,,2016/5/31 16:59,,适应性,产品,宝宝-不喜欢,宝宝,负面,不喜欢,,,,,1464685168124天猫商城|b5a4f46beabf38b63a42197cbcaf2f83863caf7669afcfd5a5396cac5154fc4970475504,0,0,亨氏 米粉,米粉|收到|宝宝|喜欢吃|黑米|红枣|喜欢吃|铁锌钙|总体|还行,,heinz|米粉|1段|400克|婴幼儿|营养米粉|口味|3盒|宝宝|米粉|辅食,,1464685168124天猫商城|b5a4f46beabf38b63a42197cbcaf2f83863caf7669afcfd5a5396cac5154fc49,,,,http://detail.tmall.com/item.htm?id=41082551121,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,米粉收到了，宝宝不喜欢吃黑米红枣味的，喜欢吃铁锌钙的，总体还行吧,Heinz/亨氏米粉1段400克婴幼儿营养米粉3口味3盒宝宝米粉米糊辅食,Heinz/亨氏米粉1段400克婴幼儿营养米粉3口味3盒宝宝米粉米糊辅食,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:00,,价格,价格感知,价格-比较贵,价格,负面,比较贵,,,,,1464685200124京东商城|e040e67e3b909ea4343d174b95fc47c42e7925fcdae36b258d43f1c49621f71470475527,0,1,亨氏 面条,bb|喜欢吃|价格|比较|着有|活动,,heinz|营养|南瓜|面条|252,,1464685200124京东商城|e040e67e3b909ea4343d174b95fc47c42e7925fcdae36b258d43f1c49621f714,,,,http://club.jd.com/review/249075-0-4-0.html,,EXPENSIVE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,0,亨氏自营旗舰店,京东商城,,,未打标签,7047,,BB喜欢吃，就是价格比较贵，要经常看着有活动再买,亨氏 (Heinz) 优加营养南瓜面条 252g,亨氏 (Heinz) 优加营养南瓜面条 252g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:04,,适应性,产品,宝宝-不爱吃,宝宝,负面,不爱吃,,,,,1464685457124天猫商城|7899209057e01916876c728c9d70df3229f615dc245afdda1828d794ea8eab8070475504,0,0,亨氏 米粉,宝宝|爱吃,,婴儿|米粉|1段|400|宝宝|原味|营养米粉|婴幼儿|儿童|米粉|辅食,,1464685457124天猫商城|7899209057e01916876c728c9d70df3229f615dc245afdda1828d794ea8eab80,,,,http://detail.tmall.com/item.htm?id=21272524104,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,0,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,宝宝不爱吃，,亨氏婴儿米粉1段400g 宝宝原味营养米粉米糊 婴幼儿儿童米粉辅食,亨氏婴儿米粉1段400g 宝宝原味营养米粉米糊 婴幼儿儿童米粉辅食,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:06,,,,,,,,,,,,1464685588124天猫商城|d5260f5a5993bb4f1160e5d86e1b398f01eccdae24fe6e69e4fdc096fb3fcc3470475527,0,0,亨氏 面条,收到|赠品|客服|客服|根本|解决|态度|一点|不好,,heinz|金装智|口味|336|4盒|婴儿辅食|宝宝|面条|包邮,,1464685588124天猫商城|d5260f5a5993bb4f1160e5d86e1b398f01eccdae24fe6e69e4fdc096fb3fcc34,,,,http://detail.tmall.com/item.htm?id=45150921631,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,-1,亨氏官方旗舰店,天猫商城,,type$|,未打标签,7047,,收到后赠品没有发，问客服客服都是这个推那个那个推这个的根本就不给你解决。态度一点都不好。,Heinz/亨氏 金装智多多全荤4口味336g*4盒 婴儿辅食宝宝面条包邮,Heinz/亨氏 金装智多多全荤4口味336g*4盒 婴儿辅食宝宝面条包邮,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:08,,,,,,,,,,,,1464685680124京东商城|136fe21fb20d194be962df6eb8c73864be574fea6d4d7aae71cc7c9e559fb67570475527,0,1,亨氏 粒粒面,bb|喜欢吃|价格|活动,,heinz|粒粒|黑米|紫薯|320,,1464685680124京东商城|136fe21fb20d194be962df6eb8c73864be574fea6d4d7aae71cc7c9e559fb675,,,,http://club.jd.com/review/545108-0-2-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,0,亨氏自营旗舰店,京东商城,,,未打标签,7047,,BB喜欢吃，就是价格贵，活动时再买,亨氏 (Heinz) 金装粒粒面－黑米紫薯 320g,亨氏 (Heinz) 金装粒粒面－黑米紫薯 320g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:13,,,,,,,,,,,,1464686005124天猫商城|7aeb73f329b04c50089a9d8cb8584d1453bec8109721d24112cd27f612fadb0e70475504,0,0,亨氏 米粉,看到|包装|弄成|心里|不爽|这次|通知|快递,,婴儿|米粉|1段|400|宝宝|原味|营养米粉|婴幼儿|儿童|米粉|辅食,,1464686005124天猫商城|7aeb73f329b04c50089a9d8cb8584d1453bec8109721d24112cd27f612fadb0e,,,,http://detail.tmall.com/item.htm?id=21272524104,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,看到包装弄成这样，心里就不爽，而且这次都没有通知拿快递，,亨氏婴儿米粉1段400g 宝宝原味营养米粉米糊 婴幼儿儿童米粉辅食,亨氏婴儿米粉1段400g 宝宝原味营养米粉米糊 婴幼儿儿童米粉辅食,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:16,,,,,,,,,,,,1464686160124京东商城|2d644119b286e8c1a71f7e4fded07c2aa99ac1caccd3468a212e4d5f846c7a9f70475506,0,1,亨氏 菜泥,宝宝|习惯|味道|罐头,,heinz|混合|蔬菜|1段|辅食添加|初期|36个|适用|113,,1464686160124京东商城|2d644119b286e8c1a71f7e4fded07c2aa99ac1caccd3468a212e4d5f846c7a9f,,,,http://club.jd.com/review/956629-0-2-0.html,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,宝宝不习惯这个味道，但有点罐头味,亨氏 (Heinz) 混合蔬菜泥 1段 (辅食添加初期-36个月适用) 113g,亨氏 (Heinz) 混合蔬菜泥 1段 (辅食添加初期-36个月适用) 113g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:21,,适应性,产品,宝宝-不怎么喜欢,宝宝,负面,不怎么喜欢,,,,,1464686491124天猫商城|4020a74c765c13f495078e1c9772751578687694f00af14475daa10c888b18e770475512,0,0,嘉宝 米粉,味道|宝宝|喜欢吃|适应,,天猫商城|包邮|嘉宝|米粉|2段|水果|宝宝|辅食|gerber|婴儿|米粉,,1464686491124天猫商城|4020a74c765c13f495078e1c9772751578687694f00af14475daa10c888b18e7,,,,http://detail.tmall.com/item.htm?id=35894823596,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,-1,谊慧母婴专营店,天猫商城,,type$|,未打标签,7047,,这个味道，宝宝不怎么喜欢吃。可能是不太适应吧！,【天猫商城】包邮嘉宝米粉2段水果味 宝宝米糊辅食Gerber婴儿米粉,【天猫商城】包邮嘉宝米粉2段水果味 宝宝米糊辅食Gerber婴儿米粉,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:24,,,,,,,,,,,,1464686649124天猫商城|12d8621bd1c46b4b5078baee08b413ac716a1f591fa9c31ab78e68e2f5d855ec70475520,0,0,英吉利 米粉,很香|宝宝|爱吃|发短信|验证|真伪|不知道|是不是|真的,,天猫|超市|英吉利|婴幼儿|米粉|原味|米粉|225|0段|宝宝|米粉,,1464686649124天猫商城|12d8621bd1c46b4b5078baee08b413ac716a1f591fa9c31ab78e68e2f5d855ec,,,,http://detail.tmall.com/item.htm?id=526576776941,,NONE,5520,婴儿辅食-英吉利-米粉,,,,,,,,,,,,1,天猫超市,天猫商城,,type$|,未打标签,7047,,很香，宝宝不爱吃，发短信验证真伪的没有回复不知道是不是真的,【天猫超市】英吉利婴幼儿米粉原味小米粉225g/盒0段宝宝米粉,【天猫超市】英吉利婴幼儿米粉原味小米粉225g/盒0段宝宝米粉,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:25,,,,,,,,,,,,1464686717124天猫商城|43e47d1abe078c32c3c79110cd192d3f0b22a36330bb7dcd9fb581140ee753f970475527,0,0,亨氏 面条,以为|粒粒|2盒|面条|宝宝|不惯,,heinz|金装智|粒粒|口味|4盒|婴儿辅食|宝宝|面条,,1464686717124天猫商城|43e47d1abe078c32c3c79110cd192d3f0b22a36330bb7dcd9fb581140ee753f9,,,,http://detail.tmall.com/item.htm?id=531532200054,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,-1,亨氏官方旗舰店,天猫商城,,type$|,未打标签,7047,,以为都是粒粒面，其实只有2盒是，长面条宝宝吃不惯,Heinz/亨氏 金装智多多 金装粒粒面 4口味4盒 婴儿辅食宝宝面条,Heinz/亨氏 金装智多多 金装粒粒面 4口味4盒 婴儿辅食宝宝面条,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:26,,服务|服务,渠道|渠道,客服-差|态度-差,客服|态度,负面|负面,差|差,,,,,1464686774124天猫商城|298ac13918e3eb84f16294379262acea44b254ee6ae711cd7fc847fc493af58570475524,0,0,英氏 米粉,米粉|很粗|客服|态度,,英氏|米粉|钙奶|搭档|衡加铁|2罐|婴儿|宝宝|米粉|4个,,1464686774124天猫商城|298ac13918e3eb84f16294379262acea44b254ee6ae711cd7fc847fc493af585,,,,http://detail.tmall.com/item.htm?id=35585773121,,NONE,5524,婴儿辅食-英氏-米粉,,,,,,,,,,,,-1,英氏旗舰店,天猫商城,,type$|,未打标签,7047,,一般，米粉很粗，客服态度差,英氏首尝米粉(钙奶搭档+亲衡加铁)2罐 婴儿米糊宝宝米粉米糊4个月,英氏首尝米粉(钙奶搭档+亲衡加铁)2罐 婴儿米糊宝宝米粉米糊4个月,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:27,,质量|价格,产品|价格感知,[hidden]-问题|[hidden]-便宜,[hidden]|[hidden],负面|正面,问题|便宜,,,,,1464686820124淘宝网|0ff2a75388f8f6cc7a23ad394c5a4f5c1811ec4eba84a720338d17e3e1aeaad070475504,0,0,亨氏 米粉,活动|产品|存在|不实|宣传|问题|生产日期|产品|参数|标明|三个|不符|价钱|确实|便宜|一盒|几天|完了|过期|原谅,,营养米粉|猪肝|蔬菜|婴儿|米粉|225|宝宝|辅食|58包,,1464686820124淘宝网|0ff2a75388f8f6cc7a23ad394c5a4f5c1811ec4eba84a720338d17e3e1aeaad0,,,,http://item.taobao.com/item.htm?id=40275209379,,CHEAP,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,1,zqs445122,淘宝网,,,未打标签,7047,,搞活动的产品存在不实宣传，问题出在生产日期与产品参数标明早三个月不符，但价钱确实便宜，一盒几天就吃完了，也不过期，原谅了,亨氏营养米粉猪肝蔬菜婴儿米粉225g宝宝米糊 辅食满58包邮,亨氏营养米粉猪肝蔬菜婴儿米粉225g宝宝米糊 辅食满58包邮,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:30,,口感,产品,味道-重,味道,负面,重,,,,,1464687000124京东商城|fa08140a44fddc48755bbaf88965164cdb61e28ed4057c369794bb1e556f16e870475512,0,1,嘉宝 米粉,容易|冲开|味道|稍微,,嘉宝|gerber|婴幼儿|辅食|苹果|香蕉|米粉|227|6个|美国进口,,1464687000124京东商城|fa08140a44fddc48755bbaf88965164cdb61e28ed4057c369794bb1e556f16e8,,,,http://club.jd.com/review/2004179-0-1-0.html,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,0,,京东商城,,,未打标签,7047,,很容易冲开，味道稍微重了点,嘉宝(GERBER) 婴幼儿辅食 苹果香蕉米粉 227g 6个月以上 美国进口,嘉宝(GERBER) 婴幼儿辅食 苹果香蕉米粉 227g 6个月以上 美国进口,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:32,,,,,,,,,,,,1464687120124京东商城|ca1f04ac4a10dff6e0636fc5af8ef6e9e398c5cbcb1b20925a8077d0749823dc70475506,0,1,亨氏 果泥,年底|到期|口味|主料|苹果,,heinz|婴幼儿营养|西洋|果园|套装|78|3袋,,1464687120124京东商城|ca1f04ac4a10dff6e0636fc5af8ef6e9e398c5cbcb1b20925a8077d0749823dc,,,,http://club.jd.com/review/788150-0-3-0.html,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,0,亨氏自营旗舰店,京东商城,,,未打标签,7047,,年底到期的，各种口味主料都是苹果，挺甜的,亨氏 (Heinz) 婴幼儿营养果泥西洋果园套装78g*3袋,亨氏 (Heinz) 婴幼儿营养果泥西洋果园套装78g*3袋,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:40,,,,,,,,,,,,1464687641124天猫商城|8a8febc410a78e6fcdc94275ad76faa9ece85eba35d893bf202222748a76f86270475504,0,0,亨氏 米粉,吃的|不好,,heinz|铁锌|强化|米粉|400|宝宝|食米|1段|超值,,1464687641124天猫商城|8a8febc410a78e6fcdc94275ad76faa9ece85eba35d893bf202222748a76f862,,,,http://detail.tmall.com/item.htm?id=13310608660,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,-1,亨氏官方旗舰店,天猫商城,,type$|,未打标签,7047,,一般，吃的还是不好,Heinz/亨氏 铁锌钙强化奶米粉400g宝宝辅食米糊1段超值装,Heinz/亨氏 铁锌钙强化奶米粉400g宝宝辅食米糊1段超值装,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:41,,价格,价格感知,[hidden]-便宜,[hidden],正面,便宜,,,,,1464687660124京东商城|5b54008c13bbbb105fec005fc78f28f8d73169440e8e5000ae0dece117ae444070475512,0,1,嘉宝 米粉,活动|便宜|合适|9月|到期|宝妈|太多,,嘉宝|gerber|婴幼儿|辅食|香蕉|燕麦|婴儿|米粉|辅食|二段|6个|227|美国进口,,1464687660124京东商城|5b54008c13bbbb105fec005fc78f28f8d73169440e8e5000ae0dece117ae4440,,,,http://club.jd.com/review/2004196-0-1-0.html,,CHEAP,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,活动买的，便宜合适，但是9月就到期了，要囤的宝妈们不要买太多哦。,嘉宝GERBER 婴幼儿辅食 香蕉燕麦婴儿米粉米糊辅食 二段 6个月以上 227g 美国进口,嘉宝GERBER 婴幼儿辅食 香蕉燕麦婴儿米粉米糊辅食 二段 6个月以上 227g 美国进口,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:49,,口感,产品,[hidden]-好硬,[hidden],负面,好硬,,,,,1464688140124淘宝网|dc52ac5a4e7fa2ce31f05d639b273f9a5a7fd67c1194ef77be7e31add362b9ec70475505,0,0,亨氏 磨牙棒,饼干|大人|咬不动|小孩|不动|不愿意,,heinz|婴儿|香橙|磨牙棒|64|宝宝辅食|磨牙|饼干|婴幼儿,,1464688140124淘宝网|dc52ac5a4e7fa2ce31f05d639b273f9a5a7fd67c1194ef77be7e31add362b9ec,,,,http://item.taobao.com/item.htm?id=16146303639,,NONE,5505,婴儿辅食-亨氏-磨牙棒,,,,,,,,,,,,-1,朵朵云,淘宝网,,,未打标签,7047,,这个亨氏饼干好硬的，大人都咬不动，小孩吃不动就不愿意在吃了,Heinz/亨氏婴儿香橙磨牙棒64g 宝宝辅食磨牙饼干 婴幼儿萌牙,Heinz/亨氏婴儿香橙磨牙棒64g 宝宝辅食磨牙饼干 婴幼儿萌牙,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:50,,比价,价格感知,[hidden]-划算,[hidden],正面,划算,,,,,1464688221124天猫商城|3615d315e347abc3f644a2a71e763383a6821e64cc72de3716a27773fea9b02770475508,0,0,方广 米粉,很大|一包|抢到|划算|盒子|外包装|烂烂|面目全非,,婴儿|米粉|多维|果蔬|铁锌|400|米粉|2段|宝宝辅食|营养米粉,,1464688221124天猫商城|3615d315e347abc3f644a2a71e763383a6821e64cc72de3716a27773fea9b027,,,,http://detail.tmall.com/item.htm?id=45116688229,,CHEAP,5508,婴儿辅食-方广-米粉,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,很大一包，可以抢到太划算了。盒子外包装已经烂烂的了，面目全非,方广婴儿米粉米糊多维果蔬钙铁锌400g米粉2段宝宝辅食营养米粉,方广婴儿米粉米糊多维果蔬钙铁锌400g米粉2段宝宝辅食营养米粉,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:54,,适应性,产品,宝宝-不爱吃,宝宝,负面,不爱吃,,,,,1464688440124京东商城|7af3a80f7e306643f1e0104760286ec33f8ea31369d682e86be4eac01561246d70475512,0,1,嘉宝 米粉,宝宝|爱吃|口感,,嘉宝|gerber|婴幼儿|米粉|宝宝辅食|混合|蔬菜|营养米粉|三段|8个|36个|适用|225,,1464688440124京东商城|7af3a80f7e306643f1e0104760286ec33f8ea31369d682e86be4eac01561246d,,,,http://club.jd.com/review/1240027-0-2-0.html,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,0,嘉宝（Gerber）京东自营专区,京东商城,,,未打标签,7047,,宝宝不爱吃，口感太粘！,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 17:59,,,,,,,,,,,,1464688740124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b70475513,0,1,嘉宝 肉泥,不错,,口味|随机|美国进口|gerber|宝果泥|口味|水果|婴儿|牛肉|2段|鸡肉|71,,1464688740124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b,,,,http://club.jd.com/review/1950202635-0-1-0.html,,NONE,5513,婴儿辅食-嘉宝-泥类,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,还不错，虽然有点贵！！！,买二送一口味随机美国进口Gerber 嘉宝果泥 多口味 水果泥 婴儿 牛肉泥 2段 纯鸡肉泥 71g,买二送一口味随机美国进口Gerber 嘉宝果泥 多口味 水果泥 婴儿 牛肉泥 2段 纯鸡肉泥 71g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:00,,,,,,,,,,,,1464688800124京东商城|2d6166c43b90bf47dcad48d7e62df5ce1dc90003d6a25fa6e2c3a5a1b0b4ac5570475512,0,1,嘉宝 米粉,日期|太久|喜欢,,嘉宝|gerber|婴幼儿|米粉|宝宝辅食|铁锌|营养|麦粉|一段|辅食添加|初期|200|罐装,,1464688800124京东商城|2d6166c43b90bf47dcad48d7e62df5ce1dc90003d6a25fa6e2c3a5a1b0b4ac55,,,,http://club.jd.com/review/1140667-0-1-0.html,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,-1,嘉宝（Gerber）京东自营专区,京东商城,,,未打标签,7047,,日期太久了，不喜欢这样的,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 钙铁锌营养麦粉一段(辅食添加初期) 200g罐装,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 钙铁锌营养麦粉一段(辅食添加初期) 200g罐装,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:02,,,,,,,,,,,,1464688920124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b70475512,0,1,嘉宝 米粉,不错,,嘉宝|gerber|婴幼儿|米粉|宝宝辅食|原味|营养米粉|一段|辅食添加|初期|36个|适用|225,,1464688920124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b,,,,http://club.jd.com/review/255797-0-1-0.html,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,1,嘉宝（Gerber）京东自营专区,京东商城,,,未打标签,7047,,还不错，虽然有点贵！！！,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 原味营养米粉一段(辅食添加初期至36个月适用） 225g,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 原味营养米粉一段(辅食添加初期至36个月适用） 225g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:02,,,,,,,,,,,,1464688920124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b70475513,0,1,嘉宝 肉泥,不错,,口味|随机|美国进口|gerber|宝果泥|口味|水果|婴儿|牛肉|2段|鸡肉|71,,1464688920124京东商城|2b2b8f579850b12c8be6b28c8e7a1c0361f89d95d124496f26b2b95437ffba2b,,,,http://club.jd.com/review/1950202635-0-1-0.html,,NONE,5513,婴儿辅食-嘉宝-泥类,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,还不错，虽然有点贵！！！,买二送一口味随机美国进口Gerber 嘉宝果泥 多口味 水果泥 婴儿 牛肉泥 2段 纯鸡肉泥 71g,买二送一口味随机美国进口Gerber 嘉宝果泥 多口味 水果泥 婴儿 牛肉泥 2段 纯鸡肉泥 71g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:05,,适应性,产品,女儿-不喜欢,女儿,负面,不喜欢,,,,,1464689100124京东商城|4d393b2adec917e2a72c8011632ebeb88287ffe0d480b2428197094ebcc1ef5170475527,0,1,亨氏 面条,女儿|喜欢,,heinz|金装智|牛肉|蔬菜|营养|面条|336,,1464689100124京东商城|4d393b2adec917e2a72c8011632ebeb88287ffe0d480b2428197094ebcc1ef51,,,,http://club.jd.com/review/591588-0-3-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,女儿不喜欢,亨氏 (Heinz) 金装智多多牛肉蔬菜营养面条 336g,亨氏 (Heinz) 金装智多多牛肉蔬菜营养面条 336g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:10,,口感|适应性,产品|产品,味道-不是太好|宝宝-不爱吃,味道|宝宝,负面|负面,不是太好|不爱吃,,,,,1464689400124京东商城|bcba6ba848b492b0945e96e5a0ed83f5d897fffaf338e2bddfb08a22b0d539d370475506,0,1,亨氏 菜泥,味道|不是太好|宝宝|爱吃|有种|蔬菜|味道,,heinz|混合|蔬菜|1段|辅食添加|初期|36个|适用|113,,1464689400124京东商城|bcba6ba848b492b0945e96e5a0ed83f5d897fffaf338e2bddfb08a22b0d539d3,,,,http://club.jd.com/review/956629-0-2-0.html,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,味道不是太好，宝宝不爱吃，有种烂蔬菜的味道,亨氏 (Heinz) 混合蔬菜泥 1段 (辅食添加初期-36个月适用) 113g,亨氏 (Heinz) 混合蔬菜泥 1段 (辅食添加初期-36个月适用) 113g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:11,,,,,,,,,,,,1464689498124天猫商城|6a9488c52d11b22c742442a0e5477ebc5ee775923bd7216c3bc1ac2e50492f4d70475525,0,0,英氏 营养面,面条|看起|不白|杂质,,英氏健|宝宝|面条|4盒|婴儿|面条|婴幼儿|辅食|儿童营养|面条|蔬菜,,1464689498124天猫商城|6a9488c52d11b22c742442a0e5477ebc5ee775923bd7216c3bc1ac2e50492f4d,,,,http://detail.tmall.com/item.htm?id=524763681471,,NONE,5525,婴儿辅食-英氏-面类,,,,,,,,,,,,-1,懿哆母婴专营,天猫商城,,type$|,未打标签,7047,,面条看起不白有杂质，还没煮,英氏健恩宝宝面条4盒 婴儿面条 婴幼儿辅食 儿童营养面条 蔬菜面,英氏健恩宝宝面条4盒 婴儿面条 婴幼儿辅食 儿童营养面条 蔬菜面,,,,,-1
,,,,peiling-亨氏,,,,,,2016/5/31 18:12,,质量,产品,[hidden]-新鲜,[hidden],正面,新鲜,,,,,1464689559124天猫商城|6ee2443769ee7f29d2e315f6a4869efe53f47de5e692f25f1fc6598b2745d72d70475504,0,0,亨氏 米粉,原来|链接|打开|五种|肉类|米粉|这次|直接|链接|下单|注意|内容|五种|素食|米粉|宝宝|爱吃|老客户|每次|几百块|辅食|希望|卖家|以后|保质期|新鲜|一点|这次|给我发|米粉|保质期|大半年,,米粉|婴儿|普通|营养米粉|口味|5盒|宝宝辅食|阶段,,1464689559124天猫商城|6ee2443769ee7f29d2e315f6a4869efe53f47de5e692f25f1fc6598b2745d72d,,,,http://detail.tmall.com/item.htm?id=526410964004,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,原来这链接打开是五种肉类米粉，这次直接点开链接下单没注意看内容，结果是五种素食米粉，宝宝不爱吃。我也算老客户了，每次买几百块钱的辅食，希望卖家以后能发保质期新鲜一点的，这次给我发的米粉都超保质期大半年了。,亨氏米粉 婴儿普通装营养米粉多口味5盒装 宝宝辅食1阶段米糊,亨氏米粉 婴儿普通装营养米粉多口味5盒装 宝宝辅食1阶段米糊,,,,,-1
